Sr. no,Product Photo,Group Category,Product Category,Product Sub-Category,Manufacturer Part No,Short Description ,Manufacturer Name,Available packaging,Stock Status,Lead Time,Quantity Available,Qty Min,Qty Multiple,Price,Technical Specification,ROHS,ECCM,HSCode,Datasheet Link,COO,Series
168,https://www.digikey.com/Photos/Taoglas/MFG_CAB.951.jpg,Wireless & Memory,Cable Assemblies,Coaxial Cables (RF),CAB.951,CBL ASSY SMA-NTYPE RG316 3.3,TAOGLAS,Bag,Lead time,16 Weeks,,10,10,,"{""Style"":"" SMA to N-Type"","" 1st Connector"":"" N-Type Jack"","" 2nd Connector"":"" SMA Plug"","" 1st Contact Gender"":"" Female"","" 2nd Contact Gender"":"" Male"","" Length"":"" 394"" (10m) 33"","" Cable Type"":"" RG-316"","" Cable Impedance"":"" 50 Ohms"","" Overall Impedance"":"" 50 Ohms"","" Frequency - Max"":"" 6GHz"","" Color"":"" Brown"","" Features"":"" -"","" Operating Temperature"":"" 105C"","" RoHS Status"":"" ROHS3 Compliant"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" California Prop 65"":"" "","" Standard Package"":"" 10"","" Other Names"":"" 931-1285""}",Yes,EAR99,85444220,https://cdn.taoglas.com/datasheets/CAB.951.pdf,,
169,https://www.digikey.com/Photos/Taoglas/MFG_CAB.6009.jpg,Wireless & Memory,Cable Assemblies,Coaxial Cables (RF),CAB.6009,"CBL ASSY UMCC-TNC 3.937""",TAOGLAS,Bag,Lead time,16 Weeks,,25,25,,"{""Style"":"" UFL (UMCC) to TNC"","" 1st Connector"":"" UFL (UMCC) Plug"","" Right Angle"","" 2nd Connector"":"" TNC Jack"","" 1st Contact Gender"":"" Female"","" 2nd Contact Gender"":"" Female"","" Length"":"" 3937"" (10000mm)"","" Cable Type"":"" 137mm OD Coaxial Cable"","" Overall Impedance"":"" 50 Ohms"","" Frequency - Max"":"" 13GHz"","" Color"":"" Black"","" Features"":"" Shielded"","" Operating Temperature"":"" 105C"","" RoHS Status"":"" ROHS3 Compliant"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" California Prop 65"":"" "","" Standard Package"":"" 25"","" Other Names"":"" 931-1392""}",Yes,EAR99,85444220,https://cdn.taoglas.com/datasheets/CAB.6009.pdf,,
170,https://www.digikey.com/Photos/Taoglas/MFG_CAB.W08.jpg,Wireless & Memory,Cable Assemblies,Coaxial Cables (RF),CAB.W08,"CBL ASSY NMO-SMA RG58 36""",TAOGLAS,Bag,Lead time,16 Weeks,,10,10,,"{""Style"":"" NMO to SMA"","" 1st Connector"":"" SMA Plug"","" 2nd Connector"":"" NMO"","" 1st Contact Gender"":"" Male"","" 2nd Contact Gender"":"" Non-Gendered"","" Length"":"" 3600"" (91440mm)"","" Cable Type"":"" RG-58"","" Cable Impedance"":"" 50 Ohms"","" Overall Impedance"":"" 53 Ohms"","" Color"":"" Black"","" Features"":"" Magnet Mount"","" Operating Temperature"":"" -"","" RoHS Status"":"" ROHS3 Compliant"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" California Prop 65"":"" "","" Standard Package"":"" 10"","" Other Names"":"" 931-1308""}",Yes,EAR99,85444220,https://cdn.taoglas.com/datasheets/CAB.W08.pdf,,
171,https://www.digikey.com/Photos/Taoglas/MFG_CAB.622.jpg,Wireless & Memory,Cable Assemblies,Coaxial Cables (RF),CAB.622,"CBL ASSY RPSMA-MHF1 7.874""",TAOGLAS,Bag,Lead time,16 Weeks,,100,100,,"{""Style"":"" UFL (UMCC)"","" IPEX MHF1 to RP-SMA"","" 1st Connector"":"" RP-SMA Jack"","" 2nd Connector"":"" UFL (UMCC)"","" IPEX MHF1 Plug"","" Right Angle"","" 1st Contact Gender"":"" Male"","" 2nd Contact Gender"":"" Female"","" Length"":"" 7874"" (20000mm)"","" Cable Type"":"" 113mm OD Coaxial Cable"","" Overall Impedance"":"" 50 Ohms"","" Frequency - Max"":"" 6GHz"","" Color"":"" Gray"","" Features"":"" Shielded"","" Operating Temperature"":"" -"","" RoHS Status"":"" ROHS3 Compliant"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" California Prop 65"":"" "","" Standard Package"":"" 100"","" Other Names"":"" 931-1217""}",Yes,EAR99,85444220,https://cdn.taoglas.com/datasheets/CAB.622.pdf,,
172,https://www.digikey.com/Photos/Taoglas/MFG_CAB.718.jpg,Wireless & Memory,Cable Assemblies,Coaxial Cables (RF),CAB.718,"CBL ASSY SMA-U.FL 7.874""",TAOGLAS,Bag,Lead time,16 Weeks,,100,100,,"{""Style"":"" UFL (UMCC) to SMA"","" 1st Connector"":"" SMA Jack"","" 2nd Connector"":"" UFL (UMCC) Plug"","" Right Angle"","" 1st Contact Gender"":"" Female"","" 2nd Contact Gender"":"" Female"","" Length"":"" 7874"" (20000mm)"","" Cable Type"":"" 113mm OD Coaxial Cable"","" Overall Impedance"":"" 50 Ohms"","" Frequency - Max"":"" 6GHz"","" Color"":"" Gray"","" Features"":"" Shielded"","" Operating Temperature"":"" -"","" RoHS Status"":"" ROHS3 Compliant"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" California Prop 65"":"" "","" Standard Package"":"" 100"","" Other Names"":"" 931-1186""}",Yes,EAR99,85444220,https://cdn.taoglas.com/datasheets/CAB.718.pdf,,
173,https://www.digikey.com/Photos/Taoglas/MFG_CAB.S01.jpg,Wireless & Memory,Cable Assemblies,Coaxial Cables (RF),CAB.S01,"CBL ASSY SMA-MHF4 3.937""""",TAOGLAS,Bag,Lead time,16 Weeks,,100,100,,"{""Style"":"" SMA to IPEX MHF4"","" 1st Connector"":"" SMA Jack"","" 2nd Connector"":"" IPEX MHF4 Plug"","" Right Angle"","" 1st Contact Gender"":"" Female"","" 2nd Contact Gender"":"" Female"","" Length"":"" 3937"" (10000mm)"","" Cable Type"":"" 081mm OD Coaxial Cable"","" Overall Impedance"":"" 50 Ohms"","" Frequency - Max"":"" 6GHz"","" Color"":"" -"","" Features"":"" Shielded"","" Operating Temperature"":"" -"","" RoHS Status"":"" ROHS3 Compliant"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" California Prop 65"":"" "","" Standard Package"":"" 100"","" Other Names"":"" 931-1193""}",Yes,EAR99,85444220,https://cdn.taoglas.com/datasheets/CAB.S01.pdf,,
174,https://www.digikey.com/Photos/Taoglas/MFG_CAB.W05.jpg,Wireless & Memory,Cable Assemblies,Coaxial Cables (RF),CAB.W05,CBL ASSY NMO-SMA PLUG-NMO 9.8,TAOGLAS,Bag,Lead time,16 Weeks,,5,5,,"{""Style"":"" NMO to SMA"","" 1st Connector"":"" SMA Plug"","" 2nd Connector"":"" NMO"","" 1st Contact Gender"":"" Male"","" 2nd Contact Gender"":"" Non-Gendered"","" Length"":"" 1181"" (30m) 98"","" Cable Type"":"" CFD 200"","" Overall Impedance"":"" 53 Ohms"","" Color"":"" Black"","" Features"":"" Magnet Mount"","" Operating Temperature"":"" -40C ~ 85C"","" RoHS Status"":"" ROHS3 Compliant"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" California Prop 65"":"" "","" Standard Package"":"" 5"","" Other Names"":"" 931-1343""}",Yes,EAR99,85444220,https://cdn.taoglas.com/datasheets/CAB.W05.pdf,,
175,https://www.digikey.com/Photos/Taoglas/MFG_CAB.V08.jpg,Wireless & Memory,Cable Assemblies,Coaxial Cables (RF),CAB.V08,"CBL ASSY NMO-SMA RG58 36""",TAOGLAS,Bag,Lead time,16 Weeks,,10,10,,"{""Style"":"" NMO to SMA"","" 1st Connector"":"" SMA Plug"","" 2nd Connector"":"" NMO"","" 1st Contact Gender"":"" Male"","" 2nd Contact Gender"":"" Non-Gendered"","" Length"":"" 3600"" (91440mm)"","" Cable Type"":"" RG-58"","" Cable Impedance"":"" 50 Ohms"","" Overall Impedance"":"" 53 Ohms"","" Color"":"" Black"","" Features"":"" Direct Mount"","" Operating Temperature"":"" -"","" RoHS Status"":"" ROHS3 Compliant"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" California Prop 65"":"" "","" Standard Package"":"" 10"","" Other Names"":"" 931-1302""}",Yes,EAR99,85444220,https://cdn.taoglas.com/datasheets/CAB.V08.pdf,,
176,https://www.digikey.com/Photos/Taoglas/MFG_CAB.616.jpg,Wireless & Memory,Cable Assemblies,Coaxial Cables (RF),CAB.616,"CBL ASSY SMA-MHF1 3.937""",TAOGLAS,Bag,Lead time,16 Weeks,,100,100,,"{""Style"":"" UFL (UMCC)"","" IPEX MHF1 to SMA"","" 1st Connector"":"" SMA Jack"","" 2nd Connector"":"" UFL (UMCC)"","" IPEX MHF1 Plug"","" Right Angle"","" 1st Contact Gender"":"" Female"","" 2nd Contact Gender"":"" Female"","" Length"":"" 3937"" (10000mm)"","" Cable Type"":"" 137mm OD Coaxial Cable"","" Overall Impedance"":"" 50 Ohms"","" Frequency - Max"":"" 13GHz"","" Color"":"" Black"","" Features"":"" Shielded"","" Operating Temperature"":"" 105C"","" RoHS Status"":"" ROHS3 Compliant"","" Moisture Sensitivity Level (MSL)"":"" Not Applicable"","" California Prop 65"":"" "","" Standard Package"":"" 100"","" Other Names"":"" 931-1416""}",Yes,EAR99,85444220,https://cdn.taoglas.com/datasheets/CAB.616.pdf,,
177,https://www.digikey.com/Photos/Taoglas/MFG_RECE-20369-001E.jpg,Wireless & Memory,"Connectors, Interconnects",Coaxial Connectors (RF),RECE.20369.001E.01,CONN UMC RCPT STR 50 OHM SMD,TAOGLAS,Reel,Lead time,16 Weeks,,1,1,,"{""Connector Style"":"" IPEX MHF3"","" Connector Type"":"" Receptacle"","" Male Pin"","" Contact Termination"":"" Solder"","" Shield Termination"":"" Solder"","" Impedance"":"" 50Ohm"","" Mounting Type"":"" Surface Mount"","" Mounting Feature"":"" -"","" Cable Group"":"" -"","" Fastening Type"":"" Snap-On"","" Frequency - Max"":"" 6GHz"","" Number of Ports"":"" 1"","" Features"":"" -"","" Housing Color"":"" Black"","" Ingress Protection"":"" -"","" Includes"":"" -"","" Body Material"":"" Brass"","" Body Finish"":"" Gold"","" Center Contact Plating"":"" Gold"","" Dielectric Material"":"" Liquid Crystal Polymer (LCP)"","" Operating Temperature"":"" -40C ~ 90C"","" Center Contact Material"":"" Brass"","" Mating Cycles"":"" -"","" Insertion Loss"":"" -"","" Base Part Number"":"" "","" RoHS Status"":"" ROHS3 Compliant"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" California Prop 65"":"" "","" Standard Package"":"" 1"","" Other Names"":"" 931-1157-6""}",Yes,EAR99,85367000,https://cdn.taoglas.com/datasheets/RECE.20369.001E.01.pdf,,
178,https://www.digikey.com/Photos/Taoglas/MFG_PCB.SMAFRA.HT.jpg,Wireless & Memory,"Connectors, Interconnects",Coaxial Connectors (RF),PCB.SMAFRA.HT,CONN SMA JACK R/A 50OHM PCB,TAOGLAS,Tray,Lead time,16 Weeks,,500,500,,"{""Connector Style"":"" SMA"","" Connector Type"":"" Jack"","" Female Socket"","" Contact Termination"":"" Solder"","" Shield Termination"":"" Solder"","" Impedance"":"" 50Ohm"","" Mounting Type"":"" Through Hole"","" Right Angle"","" Mounting Feature"":"" -"","" Cable Group"":"" -"","" Fastening Type"":"" Threaded"","" Frequency - Max"":"" 6GHz"","" Number of Ports"":"" 1"","" Features"":"" -"","" Housing Color"":"" Gold"","" Ingress Protection"":"" -"","" Includes"":"" -"","" Body Material"":"" Brass"","" Body Finish"":"" Gold"","" Center Contact Plating"":"" Gold"","" Dielectric Material"":"" Polytetrafluoroethylene (PTFE)"","" Operating Temperature"":"" -"","" Center Contact Material"":"" Brass"","" Voltage Rating"":"" 500V"","" Mating Cycles"":"" -"","" Insertion Loss"":"" -"","" Base Part Number"":"" "","" RoHS Status"":"" ROHS3 Compliant"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" California Prop 65"":"" "","" Standard Package"":"" 500"","" Other Names"":"" 931-1361""}",Yes,EAR99,85367000,https://cdn.taoglas.com/datasheets/PCB.SMAFRA.HT.pdf,,
179,https://www.digikey.com/Photos/Taoglas/MFG_PCB.SMAFST.2H.B.HT.jpg,Wireless & Memory,"Connectors, Interconnects",Coaxial Connectors (RF),PCB.SMAFST.2H.B.HT,CONN SMA JACK STR 50 OHM SOLDER,TAOGLAS,Tray,Lead time,16 Weeks,,500,500,,"{""Connector Style"":"" SMA"","" Connector Type"":"" Jack"","" Female Socket"","" Contact Termination"":"" Solder"","" Shield Termination"":"" Solder"","" Impedance"":"" 50Ohm"","" Mounting Type"":"" Panel Mount"","" Mounting Feature"":"" Flange"","" Cable Group"":"" -"","" Fastening Type"":"" Threaded"","" Frequency - Max"":"" 124GHz"","" Number of Ports"":"" 1"","" Features"":"" -"","" Housing Color"":"" Silver"","" Ingress Protection"":"" -"","" Includes"":"" -"","" Body Material"":"" Brass"","" Body Finish"":"" Nickel"","" Center Contact Plating"":"" Gold"","" Dielectric Material"":"" Polytetrafluoroethylene (PTFE)"","" Operating Temperature"":"" -"","" Center Contact Material"":"" Phosphor Bronze"","" Voltage Rating"":"" 335V"","" Mating Cycles"":"" -"","" Insertion Loss"":"" -"","" Base Part Number"":"" "","" RoHS Status"":"" ROHS3 Compliant"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" California Prop 65"":"" "","" Standard Package"":"" 500"","" Other Names"":"" 931-1179""}",Yes,EAR99,85367000,https://cdn.taoglas.com/datasheets/PCB.SMAFST.2H.B.HT.pdf,,
180,https://www.digikey.com/Photos/Taoglas/MFG_TS.07.0113.jpg,Wireless & Memory,RF/IF and RFID,RF Antennas,TS.07.0113,RF ANT 1.585GHZ WHIP TILT 72MM,TAOGLAS,Bulk,Lead time,16 Weeks,,1,1,,"{""RF Family/Standard"":"" Navigation"","" Frequency Group"":"" UHF (1GHz ~ 2GHz)"","" Frequency (Center/Band)"":"" 1585GHz"","" Frequency Range"":"" 1561GHz ~ 161GHz"","" Antenna Type"":"" Whip"","" Tilt"","" Number of Bands"":"" 1"","" VSWR"":"" -"","" Return Loss"":"" -10dB"","" Gain"":"" 439dBi"","" Power - Max"":"" 10W"","" Features"":"" -"","" Termination"":"" SMA Male"","" Ingress Protection"":"" -"","" Mounting Type"":"" Connector Mount"","" Height (Max)"":"" 2835"" (7200mm)"","" Applications"":"" Beidou"","" GLONASS"","" GPS"","" Base Part Number"":"" "","" RoHS Status"":"" ROHS3 Compliant"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" California Prop 65"":"" "","" Standard Package"":"" 1"","" Other Names"":"" 931-1378""}",Yes,EAR99,85437099,https://cdn.taoglas.com/datasheets/TS.07.0113.pdf,,
181,https://www.digikey.com/Photos/Taoglas/MFG_GSA.8822.B.301111.jpg,Wireless & Memory,RF/IF and RFID,RF Antennas,GSA.8822.B.301111,T-BAR GSA.8822 4G/3G/2G LTE ADHE,TAOGLAS,Bag,Lead time,16 Weeks,,50,50,,"{""RF Family/Standard"":"" Cellular"","" Navigation"","" WiFi"","" Frequency Group"":"" Wide Band"","" Frequency (Center/Band)"":"" 7505MHz"","" 859MHz"","" 920MHz"","" 1795GHz"","" 192GHz"","" 2045GHz"","" 259GHz"","" Frequency Range"":"" 698MHz ~ 960MHz"","" 171GHz ~ 27GHz"","" Antenna Type"":"" Flat Bar"","" Number of Bands"":"" 7"","" VSWR"":"" 2"","" Return Loss"":"" -10dB"","" Gain"":"" 127dBi"","" 253dBi"","" 27dBi"","" -134dBi"","" -086dBi"","" -073dBi"","" 143dBi"","" Power - Max"":"" 5W"","" Features"":"" Cable - 3m"","" Termination"":"" SMA Male"","" Ingress Protection"":"" IP67"","" Mounting Type"":"" Adhesive"","" Height (Max)"":"" 0264"" (670mm)"","" Applications"":"" CDMA"","" DCS"","" GPS"","" GSM"","" LTE"","" PCS"","" UMTS"","" WLAN"","" Base Part Number"":"" "","" RoHS Status"":"" ROHS3 Compliant"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" California Prop 65"":"" "","" Standard Package"":"" 50"","" Other Names"":"" 931-1538""}",Yes,EAR99,85437099,https://cdn.taoglas.com/datasheets/GSA.8822.B.301111.pdf,,
182,https://www.digikey.com/Photos/Taoglas/MFG_FXP14.24.0100B.jpg,Wireless & Memory,RF/IF and RFID,RF Antennas,FXP14.24.0100B,RF ANT 850MHZ/900MHZ FLAT PATCH,TAOGLAS,Bulk,Lead time,16 Weeks,,100,100,,"{""RF Family/Standard"":"" Cellular"","" Frequency Group"":"" Wide Band"","" Frequency (Center/Band)"":"" 850MHz"","" 900MHz"","" 17GHz"","" 18GHz"","" 19GHz"","" 21GHz"","" Frequency Range"":"" -"","" Antenna Type"":"" Flat Patch"","" Number of Bands"":"" 6"","" VSWR"":"" 25"","" Return Loss"":"" -7dB"","" -12dB"","" -8dB"","" -9dB"","" -9dB"","" -8dB"","" Gain"":"" 2dBi"","" 15dBi"","" 3dBi"","" 25dBi"","" 2dBi"","" 25dBi"","" Power - Max"":"" 5W"","" Features"":"" Cable - 100mm"","" Termination"":"" IPEX MHF4"","" Ingress Protection"":"" -"","" Mounting Type"":"" Adhesive"","" Height (Max)"":"" 0004"" (010mm)"","" Applications"":"" 3G"","" CDMA"","" DCS"","" EDGE"","" GPRS"","" GSM"","" HSPA"","" PCS"","" UMTS"","" WCDMA"","" Base Part Number"":"" "","" RoHS Status"":"" ROHS3 Compliant"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" California Prop 65"":"" "","" Standard Package"":"" 100"","" Other Names"":"" 931-1130""}",Yes,EAR99,85437099,https://www.taoglas.com/wp-content/uploads/2017/03/FXP14.24.0100B.pdf,,
183,https://www.digikey.com/Photos/Taoglas/MFG_FXUB64.18.0150A.jpg,Wireless & Memory,RF/IF and RFID,RF Antennas,FXUB64.18.0150A,GPS/GALILEO & 2.4GHZ MULTI-BAND,TAOGLAS,Bag,Lead time,16 Weeks,,1,1,,"{""RF Family/Standard"":"" Cellular"","" Frequency Group"":"" Wide Band"","" Frequency (Center/Band)"":"" 7885MHz"","" 1575GHz"","" 185GHz"","" 19625GHz"","" 245GHz"","" 2595GHz"","" Frequency Range"":"" 617MHz ~ 960MHz"","" 171GHz ~ 199GHz"","" 1755GHz ~ 217GHz"","" 24GHz ~ 25GHz"","" 25GHz ~ 269GHz"","" Antenna Type"":"" Flat Patch"","" Number of Bands"":"" 7"","" VSWR"":"" -"","" Return Loss"":"" 4dB"","" -7dB"","" -10dB"","" -10dB"","" -5dB"","" -4dB"","" Gain"":"" 35dBi"","" 45dBi"","" 6dBi"","" 6dBi"","" 37dBi"","" 23dBi"","" Power - Max"":"" 50W"","" Features"":"" Cable - 150mm"","" Termination"":"" UFL (UMCC)"","" IPEX MHF1"","" Ingress Protection"":"" -"","" Mounting Type"":"" Adhesive"","" Height (Max)"":"" 0008"" (020mm)"","" Applications"":"" LTE"","" Base Part Number"":"" "","" RoHS Status"":"" ROHS3 Compliant"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" Standard Package"":"" 1"","" Other Names"":"" 931-FXUB64180150A""}",Yes,EAR99,85437099,https://cdn3.taoglas.com/datasheets/FXUB64.18.0150A.pdf,,
184,https://www.digikey.com/Photos/Taoglas/MFG_PA.711.A.jpg,Wireless & Memory,RF/IF and RFID,RF Antennas,PA.711.A,RF ANT 700MHZ/850MHZ CHIP SLD,TAOGLAS,Tape and Reel,Lead time,16 Weeks,,450,450,,"{""RF Family/Standard"":"" Cellular"","" Frequency Group"":"" Wide Band"","" Frequency (Center/Band)"":"" 700MHz"","" 850MHz"","" 900MHz"","" 18GHz"","" 19GHz"","" 21GHz"","" 24GHz"","" 26GHz"","" Frequency Range"":"" 698MHz ~ 960MHz"","" 171GHz ~ 217GHz"","" 23GHz ~ 24GHz"","" 249GHz ~ 269GHz"","" Antenna Type"":"" Chip"","" Number of Bands"":"" 4"","" VSWR"":"" 3"","" Return Loss"":"" -"","" Gain"":"" 10dBi"","" 29dBi"","" 41dBi"","" 28dBi"","" Power - Max"":"" 5W"","" Features"":"" -"","" Termination"":"" Solder"","" Ingress Protection"":"" -"","" Mounting Type"":"" Surface Mount"","" Height (Max)"":"" 0197"" (500mm)"","" Applications"":"" CDMA"","" DCS"","" EDGE"","" GPRS"","" GSM"","" IMT"","" LTE"","" PCS"","" UMTS"","" WCDMA"","" Base Part Number"":"" "","" RoHS Status"":"" ROHS3 Compliant"","" Moisture Sensitivity Level (MSL)"":"" 3  (168 Hours)"","" California Prop 65"":"" "","" Standard Package"":"" 450"","" Other Names"":"" 931-1429-2""}",Yes,EAR99,85437099,https://cdn.taoglas.com/datasheets/PA.711.A.pdf,,PA.711.A High-Efficiency Antenna
185,https://www.digikey.com/Photos/Taoglas/MFG_PA.711.A.jpg,Wireless & Memory,RF/IF and RFID,RF Antennas,PA.711.A,RF ANT 700MHZ/850MHZ CHIP SLD,TAOGLAS,Tape,Lead time,16 Weeks,,1,1,,"{""RF Family/Standard"":"" Cellular"","" Frequency Group"":"" Wide Band"","" Frequency (Center/Band)"":"" 700MHz"","" 850MHz"","" 900MHz"","" 18GHz"","" 19GHz"","" 21GHz"","" 24GHz"","" 26GHz"","" Frequency Range"":"" 698MHz ~ 960MHz"","" 171GHz ~ 217GHz"","" 23GHz ~ 24GHz"","" 249GHz ~ 269GHz"","" Antenna Type"":"" Chip"","" Number of Bands"":"" 4"","" VSWR"":"" 3"","" Return Loss"":"" -"","" Gain"":"" 10dBi"","" 29dBi"","" 41dBi"","" 28dBi"","" Power - Max"":"" 5W"","" Features"":"" -"","" Termination"":"" Solder"","" Ingress Protection"":"" -"","" Mounting Type"":"" Surface Mount"","" Height (Max)"":"" 0197"" (500mm)"","" Applications"":"" CDMA"","" DCS"","" EDGE"","" GPRS"","" GSM"","" IMT"","" LTE"","" PCS"","" UMTS"","" WCDMA"","" Base Part Number"":"" "","" RoHS Status"":"" ROHS3 Compliant"","" Moisture Sensitivity Level (MSL)"":"" 3  (168 Hours)"","" California Prop 65"":"" "","" Standard Package"":"" 1"","" Other Names"":"" 931-1429-1""}",Yes,EAR99,85437099,https://cdn.taoglas.com/datasheets/PA.711.A.pdf,,PA.711.A High-Efficiency Antenna
186,https://www.digikey.com/Photos/Taoglas/MFG_PA.711.A.jpg,Wireless & Memory,RF/IF and RFID,RF Antennas,PA.711.A,RF ANT 700MHZ/850MHZ CHIP SLD,TAOGLAS,Reel,Lead time,16 Weeks,,1,1,,"{""RF Family/Standard"":"" Cellular"","" Frequency Group"":"" Wide Band"","" Frequency (Center/Band)"":"" 700MHz"","" 850MHz"","" 900MHz"","" 18GHz"","" 19GHz"","" 21GHz"","" 24GHz"","" 26GHz"","" Frequency Range"":"" 698MHz ~ 960MHz"","" 171GHz ~ 217GHz"","" 23GHz ~ 24GHz"","" 249GHz ~ 269GHz"","" Antenna Type"":"" Chip"","" Number of Bands"":"" 4"","" VSWR"":"" 3"","" Return Loss"":"" -"","" Gain"":"" 10dBi"","" 29dBi"","" 41dBi"","" 28dBi"","" Power - Max"":"" 5W"","" Features"":"" -"","" Termination"":"" Solder"","" Ingress Protection"":"" -"","" Mounting Type"":"" Surface Mount"","" Height (Max)"":"" 0197"" (500mm)"","" Applications"":"" CDMA"","" DCS"","" EDGE"","" GPRS"","" GSM"","" IMT"","" LTE"","" PCS"","" UMTS"","" WCDMA"","" Base Part Number"":"" "","" RoHS Status"":"" ROHS3 Compliant"","" Moisture Sensitivity Level (MSL)"":"" 3  (168 Hours)"","" California Prop 65"":"" "","" Standard Package"":"" 1"","" Other Names"":"" 931-1429-6""}",Yes,EAR99,85437099,https://cdn.taoglas.com/datasheets/PA.711.A.pdf,,PA.711.A High-Efficiency Antenna
187,https://www.digikey.com/Photos/Taoglas/MFG_FXUB70.A.07.C.001.jpg,Wireless & Memory,RF/IF and RFID,RF Antennas,FXUB70.A.07.C.001,RF ANT 850MHZ/1.575GHZ FLT PATCH,TAOGLAS,Bulk,Lead time,16 Weeks,,100,100,,"{""RF Family/Standard"":"" Cellular"","" WiFi"","" Frequency Group"":"" Wide Band"","" Frequency (Center/Band)"":"" 850MHz"","" 1575GHz"","" 18GHz"","" 21GHz"","" 24GHz"","" 26GHz"","" Frequency Range"":"" 698MHz ~ 3GHz"","" Antenna Type"":"" Flat Patch"","" Number of Bands"":"" 6"","" VSWR"":"" 2"","" 2"","" 18"","" 17"","" 17"","" 23"","" Return Loss"":"" -10dB"","" -10dB"","" -11dB"","" -12dB"","" -12dB"","" -8dB"","" Gain"":"" 1dBi"","" 25dBi"","" 35dBi"","" 5dBi"","" 5dBi"","" 45dBi"","" Power - Max"":"" 5W"","" Features"":"" Cable - 150mm"","" Termination"":"" UFL (UMCC)"","" IPEX MHF1"","" Ingress Protection"":"" -"","" Mounting Type"":"" Adhesive"","" Height (Max)"":"" 0008"" (020mm)"","" Applications"":"" CDMA"","" GPRS"","" GSM"","" HSPA"","" LTE"","" Wi-Fi"","" Base Part Number"":"" "","" RoHS Status"":"" ROHS3 Compliant"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" California Prop 65"":"" "","" Standard Package"":"" 100"","" Other Names"":"" 931-1330""}",Yes,EAR99,85437099,https://cdn.taoglas.com/datasheets/FXUB70.A.07.C.001.pdf,,
188,https://www.digikey.com/Photos/Taoglas/MFG_FXUB71.A.07.C.001.jpg,Wireless & Memory,RF/IF and RFID,RF Antennas,FXUB71.A.07.C.001,RF ANT 1.9GHZ FLAT PATCH MHFHT,TAOGLAS,Bulk,Lead time,16 Weeks,,50,50,,"{""RF Family/Standard"":"" Cellular"","" Navigation"","" WiFi"","" Frequency Group"":"" Wide Band"","" Frequency (Center/Band)"":"" 19GHz"","" Frequency Range"":"" 698MHz ~ 3GHz"","" Antenna Type"":"" Flat Patch"","" Number of Bands"":"" 1"","" VSWR"":"" -"","" Return Loss"":"" -"","" Gain"":"" 442dBi"","" Power - Max"":"" 2W"","" Features"":"" -"","" Termination"":"" IPEX MHFHT (2)"","" Ingress Protection"":"" -"","" Mounting Type"":"" Adhesive"","" Height (Max)"":"" 0006"" (015mm)"","" Applications"":"" GPS"","" LTE"","" WCDMA"","" WLAN"","" Base Part Number"":"" "","" RoHS Status"":"" ROHS3 Compliant"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" California Prop 65"":"" "","" Standard Package"":"" 50"","" Other Names"":"" 931-1331""}",Yes,EAR99,85437099,https://cdn.taoglas.com/datasheets/FXUB71.A.07.C.001.pdf,,
189,https://www.digikey.com/Photos/Taoglas/MFG_DBP.433.T.A.30.jpg,Wireless & Memory,Filters,RF Filters,DBP.433.T.A.30,RF FILTR BANDPASS 433.92MHZ 2SMD,TAOGLAS,Tape,Lead time,16 Weeks,,1,1,,"{""Frequency"":"" 43392MHz"","" Bandwidth"":"" 10MHz"","" Filter Type"":"" Band Pass"","" Ripple"":"" 05dB"","" Insertion Loss"":"" 3dB"","" Mounting Type"":"" Surface Mount"","" Package / Case"":"" 2-SMD"","" No Lead"","" Size / Dimension"":"" 0394"" L x 0293"" W (1000mm x 745mm)"","" Height (Max)"":"" 0157"" (400mm)"","" Base Part Number"":"" "","" RoHS Status"":"" ROHS3 Compliant"","" Moisture Sensitivity Level (MSL)"":"" 3  (168 Hours)"","" California Prop 65"":"" "","" Standard Package"":"" 1"","" Other Names"":"" 931-1587-1""}",Yes,EAR99,84213990,https://cdn.taoglas.com/datasheets/DBP.433.T.A.30.pdf,,
